X1,word,lang,poet,century,text
5557,بام,fa,رودکی,3,بام
4250,اشک,fa,رودکی,3,اشک
922,غم,ar,رودکی,3,غم
5414,همی,fa,رودکی,3,همی
152,برم,fa,رودکی,3,برم
7354,نهانی,fa,رودکی,3,نهانی
3702,حملان,ar,رودکی,3,حملان
2060,فزون,ar,رودکی,3,فزون
3439,ترک,fa,رودکی,3,ترک
1462,همی,fa,رودکی,3,همی
6867,زان,fa,رودکی,3,زان
998,شهرهٔ,fa,رودکی,3,شهرهٔ
1511,تیره,fa,رودکی,3,تیره
7681,جو,fa,رودکی,3,جو
4876,آسا,fa,رودکی,3,آسا
388,آدمی,fa,رودکی,3,آدمی
5840,هجر,fa,رودکی,3,هجر
1942,خیل,fa,رودکی,3,خیل
3276,تیز,fa,رودکی,3,تیز
5372,نحس,ar,رودکی,3,نحس
1646,گلستان,fa,رودکی,3,گلستان
1064,جانت,fa,رودکی,3,جانت
7169,سپید,fa,رودکی,3,سپید
4857,گرگ,fa,رودکی,3,گرگ
2633,چرخ,fa,رودکی,3,چرخ
7278,رود,fa,رودکی,3,رود
2143,زمانه,fa,رودکی,3,زمانه
4660,دل,fa,رودکی,3,دل
2999,زان,fa,رودکی,3,زان
1437,کین,fa,رودکی,3,کین
5160,آیین,fa,رودکی,3,آیین
1566,هم،,fa,رودکی,3,هم،
7134,آذر,fa,رودکی,3,آذر
7683,خستی,fa,رودکی,3,خستی
4201,پیری,fa,رودکی,3,پیری
789,یوسف,ar,رودکی,3,یوسف
6483,شدست,fa,رودکی,3,شدست
5062,خورشید,fa,رودکی,3,خورشید
7615,زهر,fa,رودکی,3,زهر
2862,یاقوت,ar,رودکی,3,یاقوت
3323,بلور,ar,رودکی,3,بلور
5321,ژاله,fa,رودکی,3,ژاله
4903,فرو,fa,رودکی,3,فرو
513,غم,ar,رودکی,3,غم
2123,زلفکان,fa,رودکی,3,زلفکان
4995,پیشانی,fa,رودکی,3,پیشانی
6422,غم,ar,رودکی,3,غم
439,ده،,fa,رودکی,3,ده،
5689,نهی,fa,رودکی,3,نهی
4116,خاتم,fa,رودکی,3,خاتم
2814,چوگان,fa,رودکی,3,چوگان
3985,کنده,fa,رودکی,3,کنده
7179,کفیده,fa,رودکی,3,کفیده
261,صبا,ar,رودکی,3,صبا
1404,نهاد,fa,رودکی,3,نهاد
1702,همچو,fa,رودکی,3,همچو
2624,شانه,fa,رودکی,3,شانه
2478,شیفته,fa,رودکی,3,شیفته
522,چنینست،,fa,رودکی,3,چنینست،
2167,شعرش,ar,رودکی,3,شعرش
4028,کشکین,fa,رودکی,3,کشکین
3077,عاشق,ar,رودکی,3,عاشق
386,نشیب,fa,رودکی,3,نشیب
5625,هن,fa,رودکی,3,هن
6772,نیک,fa,رودکی,3,نیک
6039,دمنده,fa,رودکی,3,دمنده
3590,ور,fa,رودکی,3,ور
2077,شب,fa,رودکی,3,شب
6572,کار,fa,رودکی,3,کار
1902,خدنگ,fa,رودکی,3,خدنگ
2492,که:,fa,رودکی,3,که:
4347,سحابستی,ar,رودکی,3,سحابستی
2296,تا:,fa,رودکی,3,تا:
5791,دلبرا،,fa,رودکی,3,دلبرا،
408,بزیب,fa,رودکی,3,بزیب
7614,بپرداخت,fa,رودکی,3,بپرداخت
6919,ماه,fa,رودکی,3,ماه
1714,شاعران,ar,رودکی,3,شاعران
2118,سنگ,fa,رودکی,3,سنگ
7090,زرین,fa,رودکی,3,زرین
5671,دندان,fa,رودکی,3,دندان
7635,زبانی,fa,رودکی,3,زبانی
5911,برآرند,fa,رودکی,3,برآرند
2913,وآن,fa,رودکی,3,وآن
1514,ملک,fa,رودکی,3,ملک
3001,گر,fa,رودکی,3,گر
5656,تاراج,fa,رودکی,3,تاراج
6596,ستونش,fa,رودکی,3,ستونش
5897,عیش,ar,رودکی,3,عیش
3878,بدویدی,fa,رودکی,3,بدویدی
5917,نبیذ,ar,رودکی,3,نبیذ
4618,تحقیق,ar,رودکی,3,تحقیق
1498,بام,fa,رودکی,3,بام
205,درا,fa,رودکی,3,درا
942,کجه,fa,رودکی,3,کجه
3348,فراز,fa,رودکی,3,فراز
3571,ایمان,fa,رودکی,3,ایمان
410,شدست,fa,رودکی,3,شدست
3679,انبان,fa,رودکی,3,انبان
1761,بشو,fa,رودکی,3,بشو
2992,خانه,fa,رودکی,3,خانه
6533,پاسخ,fa,رودکی,3,پاسخ
1013,عشق،,ar,رودکی,3,عشق،
7567,مجلس,ar,رودکی,3,مجلس
985,گریه,fa,رودکی,3,گریه
3022,جام,fa,رودکی,3,جام
4251,مهجوران,fa,رودکی,3,مهجوران
4380,دگر,fa,رودکی,3,دگر
5168,گردش,fa,رودکی,3,گردش
7573,راز,fa,رودکی,3,راز
6098,تیمار,fa,رودکی,3,تیمار
7498,گوسپند,fa,رودکی,3,گوسپند
2699,ببرند,fa,رودکی,3,ببرند
4880,رباید,fa,رودکی,3,رباید
944,شب,fa,رودکی,3,شب
603,چراغ,fa,رودکی,3,چراغ
4426,بود،,fa,رودکی,3,بود،
2141,ندیدی,fa,رودکی,3,ندیدی
5258,ترا,fa,رودکی,3,ترا
5140,مکن,fa,رودکی,3,مکن
1773,شعر,ar,رودکی,3,شعر
7564,هفتم,fa,رودکی,3,هفتم
3987,ببریده,fa,رودکی,3,ببریده
3212,جان,fa,رودکی,3,جان
3372,خیری,fa,رودکی,3,خیری
4055,زمین,fa,رودکی,3,زمین
5037,فدست,fa,رودکی,3,فدست
926,غم,ar,رودکی,3,غم
3436,خوبان,fa,رودکی,3,خوبان
6594,برده،,fa,رودکی,3,برده،
7296,همچو,fa,رودکی,3,همچو
69,خون,fa,رودکی,3,خون
2599,می‌دهی,fa,رودکی,3,می‌دهی
4729,شب,fa,رودکی,3,شب
1309,پوشیده,fa,رودکی,3,پوشیده
1534,او،,fa,رودکی,3,او،
495,که:,fa,رودکی,3,که:
823,غم,ar,رودکی,3,غم
4033,گرد,fa,رودکی,3,گرد
1625,جشن,fa,رودکی,3,جشن
5724,انگشت,fa,رودکی,3,انگشت
5419,فرخشه,fa,رودکی,3,فرخشه
5446,حاجت,ar,رودکی,3,حاجت
4187,ببینی,ar,رودکی,3,ببینی
2485,نکو,fa,رودکی,3,نکو
1440,درد,fa,رودکی,3,درد
3243,جوش,fa,رودکی,3,جوش
3526,مناقب,ar,رودکی,3,مناقب
6862,زنگارگون,fa,رودکی,3,زنگارگون
923,افغان,fa,رودکی,3,افغان
4441,زاری,fa,رودکی,3,زاری
7390,چیره,fa,رودکی,3,چیره
3196,شعر,ar,رودکی,3,شعر
2629,خون,fa,رودکی,3,خون
4490,تتاری,ar,رودکی,3,تتاری
1506,خرد,fa,رودکی,3,خرد
5845,ترا,fa,رودکی,3,ترا
6433,آفریده,fa,رودکی,3,آفریده
3393,فؤادی,ar,رودکی,3,فؤادی
7309,خنده,fa,رودکی,3,خنده
2033,سان,fa,رودکی,3,سان
6886,گزین,fa,رودکی,3,گزین
2247,بخیلا،,fa,رودکی,3,بخیلا،
324,قضیب,ar,رودکی,3,قضیب
53,اینند,fa,رودکی,3,اینند
2135,آسوده,fa,رودکی,3,آسوده
5544,خواره,fa,رودکی,3,خواره
1780,مستی,ar,رودکی,3,مستی
128,پسر،,fa,رودکی,3,پسر،
234,اندران,fa,رودکی,3,اندران
1624,ملکا،,fa,رودکی,3,ملکا،
339,سار,fa,رودکی,3,سار
4632,حیف,ar,رودکی,3,حیف
236,بینند,fa,رودکی,3,بینند
2962,خواجه,fa,رودکی,3,خواجه
5377,بت،,ar,رودکی,3,بت،
3846,کرانه,fa,رودکی,3,کرانه
3023,دست,fa,رودکی,3,دست
7624,زرین,fa,رودکی,3,زرین
6589,آوردش,fa,رودکی,3,آوردش
1057,چشم,fa,رودکی,3,چشم
1891,خوردند,fa,رودکی,3,خوردند
6328,کبتی،,fa,رودکی,3,کبتی،
1701,برکند,fa,رودکی,3,برکند
2469,مویه,fa,رودکی,3,مویه
2736,عطارد,ar,رودکی,3,عطارد
3743,دشت,fa,رودکی,3,دشت
2387,تک,fa,رودکی,3,تک
199,مادندرا؟,fa,رودکی,3,مادندرا؟
6976,بهر,fa,رودکی,3,بهر
3518,عدن,ar,رودکی,3,عدن
5394,نهاده,fa,رودکی,3,نهاده
4751,رخشی,fa,رودکی,3,رخشی
1284,سپنج,fa,رودکی,3,سپنج
3721,زوی,fa,رودکی,3,زوی
7059,بهی,fa,رودکی,3,بهی
6038,نیل,fa,رودکی,3,نیل
3184,دیوانگان,fa,رودکی,3,دیوانگان
5596,چندگاه,fa,رودکی,3,چندگاه
2857,فضل,ar,رودکی,3,فضل
3505,خاک,fa,رودکی,3,خاک
935,باز،,fa,رودکی,3,باز،
1134,ترا,fa,رودکی,3,ترا
5134,فتح,ar,رودکی,3,فتح
3048,همی,fa,رودکی,3,همی
5719,خواهانت,fa,رودکی,3,خواهانت
2902,خلالوش,ar,رودکی,3,خلالوش
2183,نعمت,ar,رودکی,3,نعمت
1833,فریادنی،,fa,رودکی,3,فریادنی،
4191,نو,fa,رودکی,3,نو
1749,کیست,fa,رودکی,3,کیست
3844,پدید,fa,رودکی,3,پدید
7597,سرو,fa,رودکی,3,سرو
5167,هوا,ar,رودکی,3,هوا
5523,بهشت,fa,رودکی,3,بهشت
6808,خانه,fa,رودکی,3,خانه
2222,آزاده,fa,رودکی,3,آزاده
3103,جهاندار,fa,رودکی,3,جهاندار
5806,گو،,fa,رودکی,3,گو،
6841,نهان,fa,رودکی,3,نهان
2268,آلت,fa,رودکی,3,آلت
996,خوبان,fa,رودکی,3,خوبان
508,دلم,fa,رودکی,3,دلم
5261,دیدی,fa,رودکی,3,دیدی
3071,دریغم,fa,رودکی,3,دریغم
1769,فلک،,fa,رودکی,3,فلک،
214,وین,fa,رودکی,3,وین
2849,همی,fa,رودکی,3,همی
507,تراست!,fa,رودکی,3,تراست!
3591,سخن,fa,رودکی,3,سخن
4210,مثال,ar,رودکی,3,مثال
928,غم,ar,رودکی,3,غم
229,وصال,ar,رودکی,3,وصال
6489,هشت,fa,رودکی,3,هشت
2607,جهان,fa,رودکی,3,جهان
7259,ازان,fa,رودکی,3,ازان
1531,مویی,fa,رودکی,3,مویی
7452,اندرون,fa,رودکی,3,اندرون
1367,بخت,fa,رودکی,3,بخت
3207,ندانی,fa,رودکی,3,ندانی
3037,اهل,fa,رودکی,3,اهل
6852,کژدمان,fa,رودکی,3,کژدمان
1299,رخ,fa,رودکی,3,رخ
4795,ترا,fa,رودکی,3,ترا
4793,ترا,fa,رودکی,3,ترا
6019,کلک,fa,رودکی,3,کلک
7027,دستگاه,fa,رودکی,3,دستگاه
663,بفنود,fa,رودکی,3,بفنود
3413,شاه,fa,رودکی,3,شاه
6179,روزان,fa,رودکی,3,روزان
4002,آسمان,fa,رودکی,3,آسمان
6745,هباک,fa,رودکی,3,هباک
6282,کشتیی,fa,رودکی,3,کشتیی
7324,جوان,fa,رودکی,3,جوان
4578,میر,fa,رودکی,3,میر
3976,اندرون,fa,رودکی,3,اندرون
5000,خاک,fa,رودکی,3,خاک
6417,گویمش,fa,رودکی,3,گویمش
523,وصالش,ar,رودکی,3,وصالش
2228,آرد,fa,رودکی,3,آرد
6995,درای,fa,رودکی,3,درای
1904,ترا,fa,رودکی,3,ترا
4084,زو،,fa,رودکی,3,زو،
7436,همچو,fa,رودکی,3,همچو
1929,غزل,ar,رودکی,3,غزل
1022,کر,fa,رودکی,3,کر
3631,مست,ar,رودکی,3,مست
1369,شوربخت,fa,رودکی,3,شوربخت
5310,زخمه,fa,رودکی,3,زخمه
2966,پیاده,fa,رودکی,3,پیاده
2095,دلم,fa,رودکی,3,دلم
2086,زندان,fa,رودکی,3,زندان
3528,دبیری,fa,رودکی,3,دبیری
5756,کردار,fa,رودکی,3,کردار
2388,پوی,fa,رودکی,3,پوی
2610,مارگیر,fa,رودکی,3,مارگیر
7198,زی,fa,رودکی,3,زی
3681,او،,fa,رودکی,3,او،
5677,زمین,fa,رودکی,3,زمین
319,بردمد,fa,رودکی,3,بردمد
7572,نیارم,fa,رودکی,3,نیارم
2407,پر,fa,رودکی,3,پر
5877,کز,fa,رودکی,3,کز
6931,پرورده,fa,رودکی,3,پرورده
6076,جمله,ar,رودکی,3,جمله
3713,خلق,ar,رودکی,3,خلق
1753,ادبار؟,fa,رودکی,3,ادبار؟
2414,گشت,fa,رودکی,3,گشت
950,کجه,fa,رودکی,3,کجه
1244,دست,fa,رودکی,3,دست
2818,نوازان,fa,رودکی,3,نوازان
536,چونست؟,fa,رودکی,3,چونست؟
1752,مایهٔ,fa,رودکی,3,مایهٔ
1344,پدید,fa,رودکی,3,پدید
5363,حضرت،,ar,رودکی,3,حضرت،
5233,همی,fa,رودکی,3,همی
1499,گردگرد,fa,رودکی,3,گردگرد
482,همچو,fa,رودکی,3,همچو
4418,بهر,fa,رودکی,3,بهر
5110,کرانهٔ,fa,رودکی,3,کرانهٔ
4564,همی,fa,رودکی,3,همی
7359,گشت,fa,رودکی,3,گشت
106,آهنی,fa,رودکی,3,آهنی
5192,غره,fa,رودکی,3,غره
3643,حلم,ar,رودکی,3,حلم
2367,اندی,fa,رودکی,3,اندی
6626,کین,fa,رودکی,3,کین
5053,بزم,fa,رودکی,3,بزم
7116,برده,fa,رودکی,3,برده
5781,نماند,fa,رودکی,3,نماند
2535,«مگر»,fa,رودکی,3,«مگر»
5052,ازان,fa,رودکی,3,ازان
4742,شاهی,fa,رودکی,3,شاهی
953,رخسارهٔ,fa,رودکی,3,رخسارهٔ
4349,گویی،,fa,رودکی,3,گویی،
4480,بگساری,fa,رودکی,3,بگساری
4619,انبیاست,fa,رودکی,3,انبیاست
4870,برود,fa,رودکی,3,برود
3752,کوشد,fa,رودکی,3,کوشد
2000,درد,fa,رودکی,3,درد
6952,بدو,ar,رودکی,3,بدو
2001,درد،,fa,رودکی,3,درد،
3999,سیاه,fa,رودکی,3,سیاه
7036,گنج,fa,رودکی,3,گنج
6077,ماهه,fa,رودکی,3,ماهه
7662,غن,ar,رودکی,3,غن
5772,پردختم,fa,رودکی,3,پردختم
562,اندر,fa,رودکی,3,اندر
6753,پیر,fa,رودکی,3,پیر
4331,برکشیده,fa,رودکی,3,برکشیده
2620,دهر,fa,رودکی,3,دهر
3401,میران,fa,رودکی,3,میران
3464,یاد,fa,رودکی,3,یاد
5827,مسته,fa,رودکی,3,مسته
7149,آب,fa,رودکی,3,آب
7347,چشم,fa,رودکی,3,چشم
7349,نهان,fa,رودکی,3,نهان
2941,گرگ,fa,رودکی,3,گرگ
2813,زمانه,fa,رودکی,3,زمانه
284,ابر,fa,رودکی,3,ابر
1045,زدی,fa,رودکی,3,زدی
7161,خرم,fa,رودکی,3,خرم
6366,فراز,fa,رودکی,3,فراز
2015,بیابان,fa,رودکی,3,بیابان
1143,میر,fa,رودکی,3,میر
5574,رفتن,fa,رودکی,3,رفتن
7619,عود,ar,رودکی,3,عود
2726,اگرت,fa,رودکی,3,اگرت
2561,نشسته,fa,رودکی,3,نشسته
1998,درمان,fa,رودکی,3,درمان
3786,بکوشی،,fa,رودکی,3,بکوشی،
2684,هشیار,fa,رودکی,3,هشیار
1590,وآن,fa,رودکی,3,وآن
3201,بکرد,fa,رودکی,3,بکرد
127,ببخشا،,fa,رودکی,3,ببخشا،
2110,وطرب,ar,رودکی,3,وطرب
225,عاشقی,ar,رودکی,3,عاشقی
1999,باشد،,fa,رودکی,3,باشد،
1483,جنگ,fa,رودکی,3,جنگ
3271,بشود,fa,رودکی,3,بشود
5547,درگه,fa,رودکی,3,درگه
4592,آفرین,fa,رودکی,3,آفرین
4999,مکست,fa,رودکی,3,مکست
4243,گشته,fa,رودکی,3,گشته
3053,به،,fa,رودکی,3,به،
7200,فراز,fa,رودکی,3,فراز
4385,خرد,fa,رودکی,3,خرد
7427,درستی,fa,رودکی,3,درستی
3933,طلقست,ar,رودکی,3,طلقست
345,بن,ar,رودکی,3,بن
1279,کوفتنت,fa,رودکی,3,کوفتنت
3722,نبینی,ar,رودکی,3,نبینی
2383,حیدر,ar,رودکی,3,حیدر
1250,فرامشت,fa,رودکی,3,فرامشت
6972,میش,fa,رودکی,3,میش
1108,خفت,fa,رودکی,3,خفت
2950,جوان,fa,رودکی,3,جوان
3081,غمگنان,fa,رودکی,3,غمگنان
2850,برآیم,fa,رودکی,3,برآیم
1431,غم,ar,رودکی,3,غم
4970,پلنگان,fa,رودکی,3,پلنگان
2389,آنم,fa,رودکی,3,آنم
5865,دیدم,fa,رودکی,3,دیدم
6494,مرد,fa,رودکی,3,مرد
7008,تاریک,fa,رودکی,3,تاریک
397,بارید,fa,رودکی,3,بارید
1448,جفا,fa,رودکی,3,جفا
5987,بیندیش,fa,رودکی,3,بیندیش
4456,بلایی,ar,رودکی,3,بلایی
349,بلبل,ar,رودکی,3,بلبل
3667,بهاری,fa,رودکی,3,بهاری
1582,زلف,ar,رودکی,3,زلف
6940,ریخته,fa,رودکی,3,ریخته
7212,خوی,fa,رودکی,3,خوی
5740,گردنده,fa,رودکی,3,گردنده
4511,وید,ar,رودکی,3,وید
565,ستان,fa,رودکی,3,ستان
3351,ساله,fa,رودکی,3,ساله
257,بکرد,fa,رودکی,3,بکرد
602,بی‌تو,fa,رودکی,3,بی‌تو
5721,آبسکون,fa,رودکی,3,آبسکون
7547,نابینا,fa,رودکی,3,نابینا
3625,خوار,fa,رودکی,3,خوار
5083,جعد,ar,رودکی,3,جعد
357,زیید,fa,رودکی,3,زیید
3229,ره,fa,رودکی,3,ره
1553,را،,fa,رودکی,3,را،
6026,بستان,fa,رودکی,3,بستان
5293,خرمن,fa,رودکی,3,خرمن
75,نیک,fa,رودکی,3,نیک
7682,فرو,fa,رودکی,3,فرو
6727,الفغده,ar,رودکی,3,الفغده
1945,گوگرد,fa,رودکی,3,گوگرد
3170,بره,fa,رودکی,3,بره
2703,همی,fa,رودکی,3,همی
5483,غراشیده,fa,رودکی,3,غراشیده
2793,ناز,fa,رودکی,3,ناز
25,زارا,fa,رودکی,3,زارا
2721,سیر,fa,رودکی,3,سیر
2604,بهمان,fa,رودکی,3,بهمان
1247,کشت,fa,رودکی,3,کشت
5790,بابختو,fa,رودکی,3,بابختو
549,نصیحتت،,ar,رودکی,3,نصیحتت،
1950,بده,fa,رودکی,3,بده
4276,گوش,fa,رودکی,3,گوش
4560,آموی,fa,رودکی,3,آموی
7584,آیی,fa,رودکی,3,آیی
3900,میرم,fa,رودکی,3,میرم
1150,ومطرب,ar,رودکی,3,ومطرب
4692,فتی,ar,رودکی,3,فتی
1401,خدای,fa,رودکی,3,خدای
4676,دانش,fa,رودکی,3,دانش
3114,جنگ,fa,رودکی,3,جنگ
4530,مگرو,fa,رودکی,3,مگرو
4409,سفله,ar,رودکی,3,سفله
5036,فرسنا,fa,رودکی,3,فرسنا
580,رازی،,fa,رودکی,3,رازی،
7373,جهان,fa,رودکی,3,جهان
3304,عنبر,ar,رودکی,3,عنبر
7172,نباشد,fa,رودکی,3,نباشد
7535,آفرید,fa,رودکی,3,آفرید
2713,بره‌ست,fa,رودکی,3,بره‌ست
4219,اشتران,fa,رودکی,3,اشتران
2113,دلا،,fa,رودکی,3,دلا،
1256,نبیذ,ar,رودکی,3,نبیذ
6170,یکسره,fa,رودکی,3,یکسره
3482,ملک,fa,رودکی,3,ملک
3430,جعدش,ar,رودکی,3,جعدش
3210,زو,fa,رودکی,3,زو
6602,دن,fa,رودکی,3,دن
6982,من،,ar,رودکی,3,من،
7671,فرخار,fa,رودکی,3,فرخار
5223,درخت,fa,رودکی,3,درخت
1858,دوتا,fa,رودکی,3,دوتا
4734,ماهی,fa,رودکی,3,ماهی
5047,مر,fa,رودکی,3,مر
6749,مغاک,fa,رودکی,3,مغاک
4847,مردمی,fa,رودکی,3,مردمی
796,مصریان,ar,رودکی,3,مصریان
5510,غیشه,fa,رودکی,3,غیشه
2996,شده‌ست,fa,رودکی,3,شده‌ست
5311,فرو,fa,رودکی,3,فرو
946,قصه,ar,رودکی,3,قصه
111,سوسنی,fa,رودکی,3,سوسنی
2669,اندر,fa,رودکی,3,اندر
2600,شمار,fa,رودکی,3,شمار
6673,سار,fa,رودکی,3,سار
5640,میلاویه,fa,رودکی,3,میلاویه
4313,پایش,fa,رودکی,3,پایش
5109,دور,fa,رودکی,3,دور
6418,کار,fa,رودکی,3,کار
5876,سرخاره,fa,رودکی,3,سرخاره
1540,کاو,fa,رودکی,3,کاو
6255,کار,fa,رودکی,3,کار
2032,زمانه,fa,رودکی,3,زمانه
5973,ارمنده‌ای,fa,رودکی,3,ارمنده‌ای
1865,بوس,fa,رودکی,3,بوس
6951,چیلان,fa,رودکی,3,چیلان
281,عاشق,ar,رودکی,3,عاشق
4765,مرد,fa,رودکی,3,مرد
466,رنگین,fa,رودکی,3,رنگین
6693,کنور,fa,رودکی,3,کنور
1779,عشقست,ar,رودکی,3,عشقست
2337,بدیل,ar,رودکی,3,بدیل
3356,ری,fa,رودکی,3,ری
6397,خاشاک,fa,رودکی,3,خاشاک
6053,بیامد,ar,رودکی,3,بیامد
5734,ماند،,fa,رودکی,3,ماند،
3420,پای,fa,رودکی,3,پای
6641,بید,fa,رودکی,3,بید
3178,دست,fa,رودکی,3,دست
3027,یاقوت,ar,رودکی,3,یاقوت
5517,علی,ar,رودکی,3,علی
748,تنگ,fa,رودکی,3,تنگ
384,فراز,fa,رودکی,3,فراز
5866,انگشتهٔ,fa,رودکی,3,انگشتهٔ
3158,سپاریم,fa,رودکی,3,سپاریم
6690,خنور,fa,رودکی,3,خنور
4043,اندر,fa,رودکی,3,اندر
1733,بیاگند,fa,رودکی,3,بیاگند
3864,مدح,ar,رودکی,3,مدح
2936,بیگانه,fa,رودکی,3,بیگانه
524,چونست؟,fa,رودکی,3,چونست؟
7489,دلم,fa,رودکی,3,دلم
1708,ابستاست,fa,رودکی,3,ابستاست
2729,همی,fa,رودکی,3,همی
1996,گرد،,fa,رودکی,3,گرد،
1550,سماوات,fa,رودکی,3,سماوات
6387,وز,fa,رودکی,3,وز
2829,بخیلی,fa,رودکی,3,بخیلی
1889,نعمت,ar,رودکی,3,نعمت
917,خانقاه,ar,رودکی,3,خانقاه
5597,بلند,ar,رودکی,3,بلند
6398,افگنده,fa,رودکی,3,افگنده
1081,شاد,fa,رودکی,3,شاد
4324,ام،,ar,رودکی,3,ام،
1706,شرح,ar,رودکی,3,شرح
311,گل,fa,رودکی,3,گل
7440,شنید,fa,رودکی,3,شنید
716,بیهوده,fa,رودکی,3,بیهوده
6532,آواز,fa,رودکی,3,آواز
6759,آمدش,fa,رودکی,3,آمدش
3115,کار,fa,رودکی,3,کار
6240,پلید,fa,رودکی,3,پلید
1435,بایدت,fa,رودکی,3,بایدت
629,دامن,fa,رودکی,3,دامن
3568,خرد,fa,رودکی,3,خرد
7631,باما,fa,رودکی,3,باما
5269,کاویان,fa,رودکی,3,کاویان
5668,گشتم,fa,رودکی,3,گشتم
6590,همی,fa,رودکی,3,همی
1234,پرده,fa,رودکی,3,پرده
3480,مفخر,ar,رودکی,3,مفخر
737,بکشته,fa,رودکی,3,بکشته
2973,درگاه,fa,رودکی,3,درگاه
6525,بسیچ,fa,رودکی,3,بسیچ
4557,مهربان,fa,رودکی,3,مهربان
6560,بیدار,fa,رودکی,3,بیدار
5239,کریم,fa,رودکی,3,کریم
1603,لبان,ar,رودکی,3,لبان
1321,تویی,fa,رودکی,3,تویی
7094,درخت,fa,رودکی,3,درخت
3086,رنج,fa,رودکی,3,رنج
7102,تاخت,fa,رودکی,3,تاخت
6308,بانگ,fa,رودکی,3,بانگ
1107,اندرونت,fa,رودکی,3,اندرونت
7182,خوار,fa,رودکی,3,خوار
486,تکیه,fa,رودکی,3,تکیه
3242,ببیند,fa,رودکی,3,ببیند
7530,همی,fa,رودکی,3,همی
6247,سهم,fa,رودکی,3,سهم
3101,فام,ar,رودکی,3,فام
5084,غیشت,fa,رودکی,3,غیشت
5600,درونه,fa,رودکی,3,درونه
1686,بخشش,fa,رودکی,3,بخشش
4569,خنگ,fa,رودکی,3,خنگ
2628,چنگل,fa,رودکی,3,چنگل
3748,ببخشد,fa,رودکی,3,ببخشد
2842,رنج,fa,رودکی,3,رنج
3835,مدح,ar,رودکی,3,مدح
873,فروشد,fa,رودکی,3,فروشد
4306,تابد؟,fa,رودکی,3,تابد؟
5678,خندان,fa,رودکی,3,خندان
6102,پیر,fa,رودکی,3,پیر
5417,کسا!,fa,رودکی,3,کسا!
1467,حاتم,ar,رودکی,3,حاتم
2935,مدیش,ar,رودکی,3,مدیش
6396,فگن,fa,رودکی,3,فگن
7457,دیش,fa,رودکی,3,دیش
1439,شادی,fa,رودکی,3,شادی
5868,مره,fa,رودکی,3,مره
138,زلفین,ar,رودکی,3,زلفین
6654,آورید,fa,رودکی,3,آورید
5078,اندوه,fa,رودکی,3,اندوه
2479,فرخار,fa,رودکی,3,فرخار
481,نگار,fa,رودکی,3,نگار
5266,دشمنانت,fa,رودکی,3,دشمنانت
854,هجران,fa,رودکی,3,هجران
2154,پیشکار,fa,رودکی,3,پیشکار
727,جان,fa,رودکی,3,جان
1160,رخان,fa,رودکی,3,رخان
2484,نعمت,ar,رودکی,3,نعمت
2682,دیوانه,fa,رودکی,3,دیوانه
3384,نو,fa,رودکی,3,نو
6897,بهر,fa,رودکی,3,بهر
187,رنگ,fa,رودکی,3,رنگ
3481,ایران,fa,رودکی,3,ایران
3005,نیل,fa,رودکی,3,نیل
4477,غمان,fa,رودکی,3,غمان
4457,دل,fa,رودکی,3,دل
2456,روان,fa,رودکی,3,روان
4686,کاسد,fa,رودکی,3,کاسد
3903,اعدای,ar,رودکی,3,اعدای
5634,منی،,ar,رودکی,3,منی،
1613,لیسد,ar,رودکی,3,لیسد
1328,کعبه,ar,رودکی,3,کعبه
3991,فرتوت,ar,رودکی,3,فرتوت
6123,خالست,ar,رودکی,3,خالست
4679,میراث,ar,رودکی,3,میراث
5158,زنده,fa,رودکی,3,زنده
4296,بوستان,fa,رودکی,3,بوستان
6927,تابنده,fa,رودکی,3,تابنده
2491,بیمست,fa,رودکی,3,بیمست
6033,که:,fa,رودکی,3,که:
104,بیهده,fa,رودکی,3,بیهده
7468,فرش,fa,رودکی,3,فرش
3692,حدیث,ar,رودکی,3,حدیث
6210,گرنج,fa,رودکی,3,گرنج
5548,مگذرد,fa,رودکی,3,مگذرد
4202,سیاه,fa,رودکی,3,سیاه
3665,دست,fa,رودکی,3,دست
5370,حسودانت,ar,رودکی,3,حسودانت
4197,مصیبت,ar,رودکی,3,مصیبت
1575,برد؟,fa,رودکی,3,برد؟
3974,کن:,fa,رودکی,3,کن:
4239,سوک,fa,رودکی,3,سوک
5522,سیب,fa,رودکی,3,سیب
7122,یاد,fa,رودکی,3,یاد
4648,اعیان,ar,رودکی,3,اعیان
3857,دلاور,fa,رودکی,3,دلاور
574,عقیقی,ar,رودکی,3,عقیقی
6161,خاور,fa,رودکی,3,خاور
500,جگر,fa,رودکی,3,جگر
5230,عود,ar,رودکی,3,عود
5907,مرده,fa,رودکی,3,مرده
5451,شادی,fa,رودکی,3,شادی
1474,تویی,fa,رودکی,3,تویی
32,سوز,fa,رودکی,3,سوز
6194,شب,fa,رودکی,3,شب
4414,نهان,fa,رودکی,3,نهان
2179,حملان,ar,رودکی,3,حملان
4070,چابک,fa,رودکی,3,چابک
1000,سپید,fa,رودکی,3,سپید
762,جاست،,fa,رودکی,3,جاست،
6537,سیمرغ,fa,رودکی,3,سیمرغ
1960,دندان,fa,رودکی,3,دندان
6621,خوردن,fa,رودکی,3,خوردن
5082,ازان,fa,رودکی,3,ازان
2377,آمد،,fa,رودکی,3,آمد،
7664,چنگ,fa,رودکی,3,چنگ
1147,ساقی،,ar,رودکی,3,ساقی،
